,artist_name,title,execution_date,category,id,title_len,title_length
7551,"Caruso, Barbara",Series 6 - # 3,1973.0,Work on paper,76/7-0096,14,14
7552,"Cochrane, Bruce A.",Long Serving Dish,1990.0,Sculpture,90/1-0484,17,17
7553,"Hickox, April",Untitled (mother & child),1993.0,Photograph,93/4-0068,25,25
7554,"Frampton, William",Sundance Series - Cascade,1975.0,Painting,75/6-0110,25,25
7555,"Ladocha, Jiri",Tokio Rain IV,1986.0,Work on paper,86/7-0390,13,13
7556,"Davis, Shane (Mini)",Vigil,1986.0,Work on paper,87/8-0454,5,5
7557,"Siegner, Dwight C.",Difficult Passage,1985.0,Work on paper,85/6-0553,17,17
7558,"Condé, Carole",Untitled NS 243,1974.0,Work on paper,74/5-0800,15,15
7559,"Burnett, Brian",Southern Exposure,1990.0,Other,90/1-0469,17,17
7560,"Cohen, Sorel",Venice (denied),1988.0,Photograph,89/90-0008,15,15
7561,"Gouin, Judy",Old Woman Bay II,1973.0,Work on paper,73/4-0227,16,16
7562,"Gamble, Erik",In the Bush,1977.0,Painting,79/80-0087,11,11
7563,General Idea,Five - The Great Divide,1974.0,Work on paper,73/4-2079,23,23
7564,"Fones, Robert",Natural Range of the White Oak,1984.0,Work on paper,85/6-0110,30,30
7565,"Xanthos, Irene",#18,1981.0,Other,85/6-0274,3,3
7566,"Hickox, April",Waiting Rain,1991.0,Photograph,91/2-0034,12,12
7567,"Snow, Michael",Slide,1974.0,Painting,74/5-0740,5,5
7568,"Wilkinson, John",6 Movement Edge,1977.0,Painting,79/80-0284,15,15
7569,"Bolley, Andrea",Paper Printing Series # 23,1978.0,Work on paper,78/9-0395,26,26
7570,"Collier, Alan",Ranch (Longview Alta.),1972.0,Painting,72/3-1569,22,22
7571,"Lake, Suzy",Impositions,1977.0,Photograph,78/9-0028,11,11
7572,"Quigley, Warren",Keele Valley,1993.0,Work on paper,93/4-0230,12,12
7573,"Whitlock, An",Soft Sculpture,1973.0,Other,73/4-1023,14,14
7574,"Meigs, Sandra",The desert left her free to think,1991.0,Work on paper,91/2-0495,33,33
7575,"Alderton, Jenna",Naming By Light,1983.0,Work on paper,84/5-0476,15,15
7576,"Sharp, Vincent",Untitled/Sans titre,1979.0,Photograph,79/80-0063,19,19
7577,"Lycan, Kelly","Maple Creek, Saskatchewan",1988.0,Photograph,90/1-0335,25,25
7578,"Elliott, Glen",Jalindra,1974.0,Painting,75/6-0198,8,8
7579,"Holownia, Thaddeus","Fort Lawrence, Nova Scotia",1977.0,Photograph,78/9-0415,26,26
7580,"Schubert, Marcus","Yard Portrait of Bruno Weber, Dietkon, Switzerland",1988.0,Photograph,88/9-0172,50,50
7581,"Pietropaolo, Vincenzo",Three Communion Girls (Ritual series),1981.0,Photograph,85/6-0039,37,37
7582,"Niven, Jack",4,1986.0,Work on paper,86/7-0725,1,1
7583,"Manning, Jo","""from all those secret dialogues with grass"" J.B.",1974.0,Work on paper,74/5-0694,49,49
7584,"Birt, Chris",Solid Mass,1974.0,Work on paper,74/5-0443,10,10
7585,"Gouin, Judy",Fallen Pines,1977.0,Work on paper,77/8-0318,12,12
7586,"Legrady, George",Untitled (B751116-18),1975.0,Photograph,76/7-0422,21,21
7587,"Denniston, Stan",Reminder #26,1981.0,Photograph,92/3-0678,12,12
7588,"Brown, John",Human Head #2,1985.0,Painting,89/90-0005,13,13
7589,"Iskowitz, Gershon",Summer in Mauve # 1,1972.0,Painting,72/3-1467,19,19
7590,"Town, Harold",No Op No. 2,1964.0,Painting,72/3-1615,11,11
7591,"Bergerson, Philip",Toys # 1,1979.0,Photograph,79/80-0560,8,8
7592,"Gamble, Erik",Eurasia,1979.0,Painting,81/2-0619,7,7
7593,"Sheckter, Bonnie",Acoustic Vision,1980.0,Work on paper,83/4-0079,15,15
7594,"Buyers, Jane",Paradiso Trovato Ancora,1991.0,Work on paper,91/2-0537,23,23
7595,"Christopher, Andy",Untitled/Sans titre,1975.0,Photograph,76/7-0146,19,19
7596,"Yoshikawa, Akira",Untitled #24,1992.0,Other,92/3-0676,12,12
7597,"Letendre, Rita",Twilight Phase I,1971.0,Work on paper,72/3-0331,16,16
7598,"Parkinson, Liz","Globosum (from ""The Acer Family Viewing Series"")",1992.0,Work on paper,94/5-0278,48,48
7599,"Smith, Gar","Sandy Lake Newfoundland (sunrise) ideal - Sept. 9, 1969 - 6:44 amactual 1970",1971.0,Photograph,76/7-0038,76,76
7600,"Gregson, Sandra",Stance,1989.0,Work on paper,90/1-0318,6,6
7601,"Drysdale, Peter",Mystic Warrior,2003.0,Sculpture,04/5-0003,14,14
7602,"Paquette, Lee",Studio with Drawings,1984.0,Other,85/6-0105,20,20
7603,"Walker, Douglas",Untitled #6,1988.0,Photograph,90/1-0017,11,11
7604,"Fabo, Andy",diachronic,1988.0,Work on paper,88/9-0394,10,10
7605,"Bloore, Ronald",Untitled # 5,1969.0,Painting,72/3-1578,12,12
7606,"Rutherford, Erica",Blue birds,1986.0,Work on paper,86/7-0038,10,10
7607,"Schwarz, Judith",Low light Drawing Series A No. 6,1981.0,Work on paper,81/2-0543,32,32
7608,"Huntress, Judith",Kilimanjaro Revolt,1981.0,Painting,83/4-0013,18,18
7609,"Schubert, Marcus",Figura Appenino,1985.0,Photograph,86/7-0343,15,15
7610,"Starbuck, Fletcher",Untitled/Sans titre,1973.0,Photograph,77/8-0490,19,19
7611,"Wilkinson, Don",Wentworth County,1972.0,Work on paper,72/3-1324,16,16
7612,"Noestheden, John Jr.",Skywriter Simulation - 'Arch',1980.0,Work on paper,82/3-0332,29,29
7613,"Hastenteufel, Dieter",Electra,1980.0,Sculpture,80/1-0224,7,7
7614,"Frenkel, Vera",Rocky Mountain X,1975.0,Work on paper,76/7-0018,16,16
7615,"Pimentel, Francisco",Stella-Owner and Psychic Reader,1980.0,Photograph,91/2-0532,31,31
7616,"Jeffrey, Jack","Passages, Forms of Juncture 195",1984.0,Work on paper,86/7-0018,31,31
7617,"Brink, Anat",Writing from the Subconscious,1978.0,Work on paper,82/3-0492,29,29
7618,"Patton, Andy",an emptiness so sudden it leaves girders wanging,1993.0,Painting,93/4-0234,48,48
7619,"Ross, William",Untitled # 4,1972.0,Work on paper,72/3-0188,12,12
7620,"Marok, John",ORACLE # 11,1983.0,Work on paper,84/5-0131,11,11
7621,"Gouin, Judy","Beaver Swamp, Spring Snow I",1977.0,Work on paper,79/80-0582,27,27
7622,"Baird, Rebecca",All Magic is in the Will,1990.0,Other,93/4-0118,24,24
7623,"McKeough, Rita",Archaeological Dig,1983.0,Work on paper,85/6-0233,18,18
7624,"Coughtry, Graham",Water Figure # 8,1973.0,Painting,72/3-1672,16,16
7625,"Marino, Carol",Mason jar # 3,1981.0,Photograph,81/2-0511,13,13
7626,"Burtynsky, Edward",Inco Sandpit II,1983.0,Photograph,84/5-0452,15,15
7627,"Daley, Catherine",THE COOK; IN THE LOUNGE; WITH THE NECTARINE.(after Chernobyl),1986.0,Work on paper,89/90-0009,61,61
7628,"Collyer, Robin","Yonge Street, Willowdale",1992.0,Photograph,95/6-0046,24,24
7629,"Graham, K.M.",Dorset Series # 4,1974.0,Work on paper,74/5-0756,17,17
7630,"Hutner, Paul",The Med,1983.0,Work on paper,84/5-0010,7,7
7631,"Handy, Arthur",Charcoal Drawing # 2,1965.0,Work on paper,72/3-0622,20,20
7632,"Hlynsky, David",Portrait of Vic D'Or,1978.0,Photograph,79/80-0135,20,20
7633,"Bolley, Andrea",Scratch Series no. 18,1976.0,Work on paper,77/8-0403,21,21
7634,"Letendre, Rita",Vibration,1968.0,Work on paper,72/3-0314,9,9
7635,"Wieland, Joyce",Notice Board,1961.0,Painting,72/3-1736,12,12
7636,"Frenkel, Vera",Big X Window,1975.0,Work on paper,76/7-0447,12,12
7637,"Beveridge, Karl",LS686,1968.0,Sculpture,75/6-0730,5,5
7638,"Van Halm, Renée",'Detail Study for Anticipating...',1982.0,Painting,83/4-0469,34,34
7639,"Neighbour, Lisa",Marie Antoinette's Funeral Crown,1990.0,Work on paper,90/1-0483,32,32
7640,"Graham, K.M.",Mooleeooja I,1975.0,Work on paper,76/7-0388,12,12
7641,"Hickox, April",Mango Specimen,1985.0,Work on paper,86/7-0156,14,14
7642,"Grund, Klaus Dieter",Flow Charts C3,1978.0,Work on paper,80/1-0026,14,14
7643,"Clark, Moira",City Living,1984.0,Work on paper,87/8-0045,11,11
7644,"Dunsmore, Henry",Window Series No. 1,1971.0,Work on paper,72/3-0136,19,19
7645,"Goldchain, Rafael","St. Clair & Landsdowne, Toronto",1982.0,Photograph,84/5-0321,31,31
7646,"Coughtry, Graham",Ruby LeFranc,1979.0,Painting,79/80-0564,12,12
7647,"Manning, Jo","""from all those secret dialogues with grass"" J.B.",1974.0,Work on paper,74/5-0695,49,49
7648,"Ronald, William",RWC - 41,1973.0,Work on paper,74/5-0497,8,8
7649,"Snow, Michael",Shutterbug,1973.0,Work on paper,76/7-0010,10,10
7650,"Lochhead, Colin",Untitled # 5,1977.0,Work on paper,76/7-0616,12,12
7651,"Hawken, George",Third Squares (Graham) (fire in a room),1979.0,Work on paper,80/1-0048,39,39
7652,"McNealy, Robert","Remnants from:  ""Mercer Mnemonic"", ""Bengashia Crossing"", ""La DeuxièmeTraversée""",1983.0,Installation,84/5-0521,79,79
7653,"Phillips, Don",Untitled/Sans titre,1978.0,Work on paper,79/80-0189,19,19
7654,"Tod, Joanne",Kiss This Goodbye,1984.0,Painting,85/6-0135,17,17
7655,"Cliff, Dennis",Color Chord - Orange,1974.0,Painting,75/6-0436,20,20
7656,"Burton, Dennis",Chicago 8 nurses,1966.0,Work on paper,72/3-0992,16,16
7657,"Miller, Jim",Poison Pen: A Story of Wrongful Dismissal,1987.0,Installation,90/1-0048,41,41
7658,"Andrews, Kim",untitled/sans titre,1973.0,Work on paper,73/4-0253,19,19
7659,"Bourgeois, Lorène",untitled/sans titre,1992.0,Work on paper,92/3-0567,19,19
7660,"Czerewko, Michael",Waiting Quietly in a Corner,1979.0,Photograph,83/4-0253,27,27
7661,"Donoghue, Lynn",Three Cacti in my Studio,1976.0,Work on paper,76/7-0310,24,24
7662,"Gregson, Sally",Blue & Green Painting,1973.0,Painting,73/4-0897,21,21
7663,"Pimentel, Francisco",Grave Yard on Memorial Day,1992.0,Photograph,92/3-0982,26,26
7664,"Town, Harold",Vale Variation # 70,1973.0,Work on paper,74/5-0400,19,19
7665,"Solomon, Daniel",Oregon,1979.0,Painting,81/2-0133,6,6
7666,"Bridge, Jean",Sequence,1989.0,Work on paper,91/2-0237,8,8
7667,"Pietropaolo, Vincenzo",Streetcar & Cross (Ritual series),1980.0,Photograph,85/6-0041,33,33
7668,"Bush, Jack",Grey Arc,1974.0,Painting,74/5-0087,8,8
7669,"Schip, Roger T.",Anasazi Series #31,1982.0,Photograph,84/5-0145,18,18
7670,"Hall, John",Aquascalientes,1988.0,Painting,89/90-0015,14,14
7671,"Martin, Ron",Groping and Meditating on a Confusion of Shapes,1988.0,Painting,89/90-0020,47,47
7672,"Hutner, Paul",Six,1978.0,Painting,79/80-0453,3,3
7673,"Joe, Mendelson",Artist,1982.0,Painting,82/3-0433,6,6
7674,"Reid, Dan",Untitled (torso),1983.0,Work on paper,83/4-0207,16,16
7675,"Burton, Dennis",Smoke Shop Sex Marauder,1960.0,Painting,78/9-0671,23,23
7676,"Hafkenscheid, Toni",My Father in his bedroom,1989.0,Photograph,94/5-0052,24,24
7677,"Burton, Valerie",Brooklyn 1979,1979.0,Photograph,83/4-0124,13,13
7678,"Holman, Don",Untitled/Sans titre,1976.0,Work on paper,77/8-0056,19,19
7679,"Letendre, Rita",Lodestar,1970.0,Painting,75/6-1036,8,8
7680,"Blazeje, Zbigniew",Upper rocky mountains,1972.0,Sculpture,73/4-0094,21,21
7681,"Cobbold, Anna-Marie",Current I,1981.0,Painting,82/3-0331,9,9
7682,"Mitchell, Michael",Staying Home,1980.0,Photograph,86/7-0565,12,12
7683,"McKeough, Rita",Dirt Proof Boots (Afterland Plaza),1986.0,Work on paper,86/7-0302,34,34
7684,"Grison, Brian",Know Your Universe,1987.0,Work on paper,87/8-0435,18,18
7685,"Simkins, Howard",Les Gardant,1983.0,Painting,83/4-0069,11,11
7686,"Abrams, Claudette",Petrified,1989.0,Media,90/1-0474,9,9
7687,"Skelton, Carl",Breast (from the GRAVEn project),1989.0,Installation,90/1-0053,32,32
7688,"Buyers, Jane",Fish and Splashes,1978.0,Work on paper,78/9-0455,17,17
7689,"Hawken, George",larger matchbooks III (union square),1980.0,Work on paper,86/7-0506,36,36
7690,"Burton, Dennis",Tantra Yoni Yanna Interior (Haida),1967.0,Painting,77/8-0131,34,34
7691,"Hall, Barbara",Shadow Bands: a non scientific print,1979.0,Work on paper,79/80-0236,36,36
7692,"Sewell, Richard",Starbuck/Sewell Suite # II Pink,1975.0,Work on paper,77/8-0155,31,31
7693,"Legrady, Miklos",# 6: I Want to Bite the Hand that Feeds Me,1984.0,Photograph,84/5-0246,42,42
7694,"Fauteux, André",Verve,1975.0,Sculpture,76/7-0400,5,5
7695,"Luneau, Claude",Debra's Fetish,1985.0,Sculpture,86/7-0008,14,14
7696,"Bolduc, David",untitled/sans titre,1969.0,Work on paper,72/3-0460,19,19
7697,"Hall, Barbara",Country Road,1973.0,Work on paper,73/4-1611,12,12
7698,"Burtynsky, Edward","Bingham Valley Copper Mine, Utah",1985.0,Photograph,91/2-0262,32,32
7699,"Walker, Joy",Untitled (Turq Surge),1975.0,Painting,76/7-0680,21,21
7700,"Wieland, Joyce",Squid Jiggin' Grounds,1973.0,Work on paper,75/6-0716,21,21
7701,"Burtynsky, Edward",Bingham Valley Copper Mine,1983.0,Photograph,84/5-0466,26,26
7702,"Manning, Jo",Image Three,1972.0,Work on paper,72/3-1041,11,11
7703,"Sharp, Vincent","Toronto, No. 6",1974.0,Photograph,75/6-0826,14,14
7704,"Letendre, Rita",Silver Space,1972.0,Work on paper,72/3-0324,12,12
7705,"Gauthier, Suzanne",Scars of Eden,1982.0,Other,82/3-0364,13,13
7706,"Campbell, Paul",Untitled/Sans titre,1977.0,Photograph,78/9-0289,19,19
7707,"Letendre, Rita",Combustion,1969.0,Work on paper,72/3-0364,10,10
7708,"Lau, Manuel",Le chat rouge et chiens jaunes,2006.0,Work on paper,06/7-0002,30,30
7709,"Wilson, Tony",Canoeist's Newsletter,1972.0,Work on paper,73/4-0018,21,21
7710,"Sharp, Vincent",Untitled/Sans titre,1979.0,Photograph,79/80-0069,19,19
7711,"Lynes, Joanne",Summer Landscape,1990.0,Fibre,91/2-0037,16,16
7712,"Hazelgrove, Nancy",Northgate,1979.0,Painting,80/1-0275,9,9
7713,"Graham, K.M.",High Arctic I,1975.0,Work on paper,77/8-0038,13,13
7714,"Hague, Elizabeth (Libby)",Garden Gavotte (white net),1989.0,Work on paper,91/2-0284,26,26
7715,"Jeffrey, Jack",Narrative(s) 110,1983.0,Work on paper,84/5-0034,16,16
7716,"Houle, Robert",Oka (from Mohawk Summer Series),1991.0,Work on paper,91/2-0242,31,31
7717,"Goldchain, Rafael","Travelling Rural Fair, Patzun, Guatemala 1986",1986.0,Photograph,87/8-0038,45,45
7718,"Condron, Brian","Untitled (Autobodies, Toronto, 1980 Series)",1981.0,Photograph,81/2-0523,43,43
7719,"Hinton, Jane",Mahone Bay,1992.0,Photograph,92/3-1054,10,10
7720,"Phillips, Don",Maho,1975.0,Work on paper,76/7-0469,4,4
7721,"Syverson, Terrence",Untitled/Sans titre,1974.0,Painting,76/7-0068,19,19
7722,"Martyn, Carol",North # 6,1973.0,Work on paper,74/5-0477,9,9
7723,"Hague, Elizabeth (Libby)",Beacon Tower: College & Spadina,1981.0,Work on paper,84/5-0535,31,31
7724,"Cowan, Harvey",Architecture is frozen music,1974.0,Work on paper,75/6-0966,28,28
7725,"Jeffrey, Jack",Shell,1984.0,Fibre,86/7-0672,5,5
7726,"Kyba, Angeline",Mime in the Park,1974.0,Work on paper,74/5-0795,16,16
7727,"Birt, Chris",Overlaying Squares,1973.0,Work on paper,74/5-0442,18,18
7728,"Flack, Robert",Etheral Double,1990.0,Photograph,92/3-0658,14,14
7729,"Bolduc, David",Night in Tunisia,1977.0,Painting,79/80-0349,16,16
7730,"Willsher-Martel, Joan",Seascape II,1970.0,Painting,73/4-0387,11,11
7731,"Wilson, Tony",Canoeist's Newsletter,1972.0,Work on paper,73/4-0016,21,21
7732,"Hedrick, Robert",Untitled/Sans titre,1965.0,Work on paper,72/3-0110,19,19
7733,"Kyba, Angeline",Mime in the Park,1974.0,Work on paper,74/5-0794,16,16
7734,"Davey, Michael",Untitled,1985.0,Other,86/7-0680,8,8
7735,"Howorth, E.J.",half wheel,1981.0,Work on paper,82/3-0090,10,10
7736,"Flack, Robert",Threshold,1989.0,Photograph,89/90-0011,9,9
7737,"Harris, Joyce",Cat Enters Life 3,1973.0,Work on paper,73/4-0730,17,17
7738,"Hickox, April",Mary Harley,1989.0,Work on paper,89/90-0528,11,11
7739,"Jacobs, Katja",Moon-House,1987.0,Work on paper,87/8-0168,10,10
7740,"Manning, Jo",Untitled/Sans titre,1976.0,Work on paper,77/8-0035,19,19
7741,"Thomas, Lotti","O Canada, mon pays mes amours",1991.0,Work on paper,91/2-0431,29,29
7742,"Knottenbelt, Marianna",Untitled/Sans titre,1976.0,Photograph,77/8-0476,19,19
7743,"Klunder, Harold",Landscape Figure II,1985.0,Work on paper,87/8-0086,19,19
7744,"Bolduc, David",Gopal,1984.0,Work on paper,84/5-0295,5,5
7745,"Letendre, Rita",Moon Beam,1971.0,Work on paper,72/3-0368,9,9
7746,"Frenkel, Vera",Split Screen II Monitor Mask,1974.0,Other,75/6-0451,28,28
7747,"Blazeje, Zbigniew",Composition # 5,1969.0,Sculpture,75/6-0122,15,15
7748,"Hazelgrove, Nancy",Untitled #14,1989.0,Work on paper,89/90-0247,12,12
7749,"Wiitasalo, Shirley",Natural Thing,1974.0,Painting,76/7-0248,13,13
7750,"Town, Harold",Erebus,1956.0,Work on paper,73/4-0005,6,6
7751,"Weatherill, Timothy",Budda,1988.0,Sculpture,89/90-0098,5,5
7752,"Letendre, Rita",Trajectoire,1964.0,Painting,73/4-0787,11,11
7753,"Beveridge, Karl",Untitled NS 213,1974.0,Work on paper,74/5-0814,15,15
7754,"Winton, Jan",The Shadow Dance,1986.0,Work on paper,86/7-0037,16,16
7755,"Earle, Michael",Headless Horseman,1985.0,Work on paper,87/8-0091,17,17
7756,"McCarthy, Rick",Imago Humanus I,1976.0,Work on paper,79/80-0072,15,15
7757,"Malish, Miro",Strange Fiddler,1976.0,Work on paper,79/80-0227,15,15
7758,"Letendre, Rita",Night Light,1971.0,Work on paper,72/3-0358,11,11
7759,"Dunsmore, Henry",Rainy Day,1972.0,Work on paper,72/3-1272,9,9
7760,"Kaye, David H.",Wanderground,1983.0,Fibre,84/5-0232,12,12
7761,"Arnoldin, Carmelo",Io T'amo,1984.0,Painting,87/8-0231,8,8
7762,"Fones, Robert",Natural Range of Osage Orange,1984.0,Work on paper,88/9-0062,29,29
7763,"Wilson, Tony",Canoeist's Newsletter,1972.0,Work on paper,73/4-0015,21,21
7764,"Smith-Rubenzahl, Ian",Belvedere,1990.0,Work on paper,91/2-0112,9,9
7765,"Whiteside, George",Lost time Accidents,1977.0,Work on paper,78/9-0647,19,19
7766,"Barry, Anne Meredith",Falling Rainbow #1,1986.0,Work on paper,87/8-0111,18,18
7767,"Fournier, Paul",Studio No. 4,1972.0,Work on paper,74/5-0857,12,12
7768,"Hall, Barbara",Country Road,1973.0,Work on paper,73/4-1610,12,12
7769,"Goldstein, Sybil",Chiron & Hercules,1984.0,Work on paper,84/5-0163,17,17
7770,"McKinnon, John",Machine to Live In,1981.0,Sculpture,82/3-0524,18,18
7771,"Schwarz, Judith",Shadow of the Palace,1986.0,Sculpture,86/7-0708,20,20
7772,"Snow, Michael",Sending and Receiving - Crosswalk and After,1965.0,Painting,73/4-0386,43,43
7773,"Rettig, Ted",Untitled (81 VII),1981.0,Other,84/5-0269,17,17
7774,"Bloore, Ronald",Untitled # 2,1971.0,Painting,72/3-1094,12,12
7775,"Burtynsky, Edward","Inco Land #5, Frood Open Pit, Sudbury 1985",1985.0,Photograph,86/7-0471,42,42
7776,"Bolduc, David",Janpath,1984.0,Work on paper,84/5-0296,7,7
7777,"Wilson, Tony",Canoeist's Newsletter,1972.0,Work on paper,73/4-0014,21,21
7778,"Burtynsky, Edward",Grasses,1981.0,Photograph,83/4-0145,7,7
7779,"Klunder, Harold",Landscape Figure IV,1987.0,Work on paper,87/8-0254,19,19
7780,"Stathacos, Chrysanne",The Woman from Bali and the Tin Man,1982.0,Painting,83/4-0014,35,35
7781,"Fenton, Telford",The Race,1979.0,Painting,79/80-0502,8,8
7782,"Letendre, Rita",Burning Light,1969.0,Work on paper,72/3-0350,13,13
7783,"Bloore, Ronald",Byzantine Lights Series XLVII,1976.0,Painting,78/9-0332,29,29
7784,"Andrews, Kim",untitled/sans titre,1973.0,Work on paper,73/4-0252,19,19
7785,"Cassady, John (Jack)",Victums of the Gun,1992.0,Work on paper,92/3-0926,18,18
7786,"Leshyk, Tonie",Your Skilled Weapon,1985.0,Work on paper,87/8-0199,19,19
7787,"Legaré, Ginette",The Missing Blink,1991.0,Other,93/4-0223,17,17
7788,"Goldchain, Rafael","Puerto Escondido, Oaxaca Jan 82",1982.0,Photograph,84/5-0316,31,31
7789,"Bourgeois, Lorène",Le Souffle,1989.0,Work on paper,94/5-0271,10,10
7790,"Bolduc, David",Sunday,1972.0,Painting,72/3-1638,6,6
7791,"Mackay, Allan H.",Somalia/WAR ARTIST #2,1993.0,Work on paper,93/4-0075,21,21
7792,"Frenkel, Vera",Big X Window,1975.0,Work on paper,76/7-0452,12,12
7793,"Meigs, Sandra",Desert Drawing,1990.0,Work on paper,92/3-0758,14,14
7794,"Schubert, Marcus",Forest Patch,1983.0,Photograph,86/7-0331,12,12
7795,"Schubert, Marcus","Death and the Abbot, Salem, W. Germany",1988.0,Photograph,88/9-0175,38,38
7796,"Manning, Jo","""from all those secret dialogues with grass"" J.B.",1974.0,Work on paper,74/5-0696,49,49
7797,"Priest, Margaret",Bill's Rug - no. I,1981.0,Work on paper,82/3-0500,18,18
7798,"Davis, Christine",untitled/sans titre,1994.0,Other,94/5-0269,19,19
7799,"Burtynsky, Edward",Packing Plant,1983.0,Photograph,83/4-0136,13,13
7800,"Clark, Moira",The Three Sisters,1986.0,Work on paper,87/8-0219,17,17
7801,"Curtin, Walter","Diana van der Vlis, New York",1956.0,Photograph,92/3-0574,28,28
7802,"Manning, Jo",Image Three,1972.0,Work on paper,74/5-0229,11,11
7803,"Donaldson, Larry",Slippin through the Time stream,1979.0,Work on paper,79/80-0335,31,31
7804,"Lexier, Micah",Reactions,1989.0,Other,92/3-0748,9,9
7805,"Howlin, John",Hard Core # 2,1978.0,Painting,79/80-0261,13,13
7806,"Voyce, Julie",Fun Float,1987.0,Work on paper,87/8-0410,9,9
7807,"Bloore, Ronald",Untitled (1967),1967.0,Painting,72/3-1582,15,15
7808,"Hlynsky, David",The devolution of flickering light,1991.0,Photograph,92/3-0584,34,34
7809,"Low-Beer, Susan",There Is No Room for a Moon,1985.0,Sculpture,88/9-0010,27,27
7810,"Christopher, Andy",Untitled/Sans titre,1975.0,Photograph,76/7-0147,19,19
7811,"Schwartz, Bernice",Noema II,1991.0,Work on paper,91/2-0502,8,8
7812,"Sharp, Vincent","Toronto, No. 7",1974.0,Photograph,75/6-0831,14,14
7813,"Bolduc, David",untitled/sans titre,1969.0,Work on paper,72/3-0456,19,19
7814,"Clark, Moira",The Olive Grove,1987.0,Work on paper,87/8-0579,15,15
7815,"Manning, Jo",Untitled/Sans titre,1976.0,Work on paper,77/8-0034,19,19
7816,"Pikula-Sickle, Wiesia",Untitled/Sans titre,1983.0,Work on paper,83/4-0337,19,19
7817,"Bush, Jack",Red Stripes - New York in 1962,1965.0,Work on paper,72/3-0045,30,30
7818,"Bolduc, David",St. John,1984.0,Work on paper,84/5-0553,8,8
7819,"Holman, Don",Whiplash,1979.0,Work on paper,79/80-0584,8,8
7820,"Coughtry, Graham",Water Figure # 9,1973.0,Painting,72/3-1684,16,16
7821,"Graham, K.M.",Dorset Series # 4,1974.0,Work on paper,74/5-0754,17,17
7822,"Maggs, Arnaud",Hannah G.,1976.0,Photograph,78/9-0261,9,9
7823,"Scherman, Tony",How to divide a Brill,1982.0,Work on paper,82/3-0693,21,21
7824,"Burtynsky, Edward",Bingham Valley Copper Mine,1983.0,Photograph,84/5-0467,26,26
7825,"Nolte, Jeff","Truro, Clearing Storm",1990.0,Photograph,92/3-0594,21,21
7826,"Hague, Elizabeth (Libby)",What's Going on Here,1980.0,Work on paper,81/2-0037,20,20
7827,"McKeough, Rita",Industrial Park (Afterland Plaza),1985.0,Work on paper,86/7-0301,33,33
7828,"Sheckter, Bonnie",Sorcerer's Melody 2/12,1980.0,Work on paper,82/3-0703,22,22
7829,"Harris, Joyce",Window in the Trees,1973.0,Work on paper,73/4-0786,19,19
7830,FASTWÜRMS,Chew or Die,1987.0,Fibre,92/3-0626,11,11
7831,"Snow, Michael",A casing shelved,1970.0,Other,74/5-0241,16,16
7832,"Legrady, Miklos",# 1: I Want to Bite the Hand that Feeds Me,1984.0,Photograph,84/5-0241,42,42
7833,"White, Norman",Quand Même,1973.0,Sculpture,73/4-0395,10,10
7834,"Coughtry, Graham",Dark Corner Figure,1972.0,Painting,72/3-1096,18,18
7835,"Skelton, Carl",Meet Me by the River in the Double-Whammy Valley (The MountainsRemind Me of You),1987.0,Work on paper,87/8-0644,80,80
7836,"Campbell, Paul",Untitled/Sans titre,1977.0,Photograph,78/9-0286,19,19
7837,"White, Carolyn",La Nature Morte #2,1991.0,Photograph,92/3-0614,18,18
7838,"Wildman, Sally",In The Field,1971.0,Work on paper,72/3-1573,12,12
7839,"Lebredt, Gordon",The Museum Speaks,1978.0,Other,94/5-0295,17,17
7840,"Lander, John",Wheatfield,1973.0,Work on paper,73/4-2039,10,10
7841,"Joe, Mendelson",Waitress,1982.0,Painting,82/3-0428,8,8
7842,"Broere, John",Catching Sight,1984.0,Work on paper,86/7-0608,14,14
7843,"Sowdon, Michael",Fringe Research Gambles on the Future (Triptych),1979.0,Work on paper,79/80-0131,48,48
7844,"Hlynsky, David",Washing the Carrot (Artifact),1983.0,Photograph,85/6-0512,29,29
7845,"Letendre, Rita",Sentille,1972.0,Work on paper,72/3-0345,8,8
7846,"Letendre, Rita",Encounter,1971.0,Work on paper,72/3-0362,9,9
7847,"Lake, Suzy",Choreographies Along the Atlantic,1977.0,Work on paper,78/9-0666,33,33
7848,"MacGregor, John",Today I am 27 Years Old,1971.0,Work on paper,73/4-0827,23,23
7849,"Bush, Jack",Stripes to the Right 1965,1965.0,Work on paper,72/3-0048,25,25
7850,"Winton, Jan",Red Sea,1983.0,Work on paper,84/5-0239,7,7
7851,"Daley, Catherine",Natural/Animal B (from GUT REACTION),1990.0,Work on paper,92/3-0636,36,36
7852,"Wright, David",Salvo,1972.0,Painting,74/5-0567,5,5
7853,"Holman, Don","Heat, Lazurite, Crimson, Gold",1984.0,Work on paper,84/5-0567,29,29
7854,"Voyce, Julie",Jetson,1988.0,Work on paper,88/9-0330,6,6
7855,"Klunder, Harold",Muruk (Muruk Lakes),1980.0,Work on paper,81/2-0538,19,19
7856,"Rasmus, David","Momento Mori #7 (Jeremy), 1988",1988.0,Photograph,88/9-0309,30,30
7857,"Hlynsky, David",Green Potato,1983.0,Photograph,86/7-0498,12,12
7858,"Walker, Robert",Toronto 1977,1977.0,Photograph,77/8-0495,12,12
7859,"Dean, Tom",untitled/sans titre,1988.0,Sculpture,88/9-0061,19,19
